Contig,Feature,Feature Start in Contig,Feature End in Contig,Feature Direction in Contig,Domain Accession,Domain Start in Feature,Domain End in Feature,E-value,Bit Score,Domain Coverage,Domain Description
NC_004347,IOPOJEFP_01645,1813341,1814051,+,TIGR02135,13,222,1.9E-73,244.6,0.9952830188679245,phoU_full: phosphate transport system regulatory protein PhoU
NC_004347,IOPOJEFP_01660,1827624,1828601,+,TIGR03718,12,322,4.5E-122,405.2,0.9933993399339934,"R_switched_Alx: integral membrane protein, TerC family"
NC_004347,IOPOJEFP_01678,1847735,1849384,-,TIGR03799,8,532,3.8E-291,963.9,0.9980842911877394,NOD_PanD_pyr: putative pyridoxal-dependent aspartate 1-decarboxylase
NC_004347,IOPOJEFP_01679,1849621,1850775,-,TIGR00045,2,380,4.4E-157,520.8,0.9946666666666667,TIGR00045: glycerate kinase
NC_004347,IOPOJEFP_01684,1856172,1858265,-,TIGR03509,53,697,1.3E-245,814.9,1.0,"OMP_MtrB_PioB: decaheme-associated outer membrane protein, MtrB/PioB family"
NC_004347,IOPOJEFP_01685,1858278,1859279,-,TIGR03508,63,327,2.3E-103,343.1,1.0,"decahem_SO: decaheme c-type cytochrome, DmsE family"
NC_004347,IOPOJEFP_01686,1859348,1861363,-,TIGR03507,57,670,4.6E-139,462.8,0.9985119047619048,"decahem_SO1788: decaheme c-type cytochrome, OmcA/MtrC family"
NC_004347,IOPOJEFP_01687,1861693,1863900,-,TIGR03507,61,731,2.1E-161,536.7,0.9910714285714286,"decahem_SO1788: decaheme c-type cytochrome, OmcA/MtrC family"
NC_004347,IOPOJEFP_01688,1864147,1866066,-,TIGR03507,56,636,1.4E-155,517.4,0.9985119047619048,"decahem_SO1788: decaheme c-type cytochrome, OmcA/MtrC family"
NC_004347,IOPOJEFP_01689,1866102,1868240,-,TIGR03509,62,712,6.3E-237,786.2,1.0,"OMP_MtrB_PioB: decaheme-associated outer membrane protein, MtrB/PioB family"
NC_004347,IOPOJEFP_01690,1868254,1869213,-,TIGR03508,56,313,1.8E-97,323.8,1.0,"decahem_SO: decaheme c-type cytochrome, DmsE family"
NC_004347,IOPOJEFP_01692,1869877,1872171,+,TIGR00437,11,690,2.3E-175,582.7,1.0,feoB: ferrous iron transport protein B
NC_004347,IOPOJEFP_01693,1872356,1874026,+,TIGR00440,30,555,1.1E-267,887.0,0.9961832061068703,glnS: glutamine--tRNA ligase
NC_004347,IOPOJEFP_01696,1875892,1876611,-,TIGR01854,3,228,6.9E-86,285.3,0.9956709956709957,"lipid_A_lpxH: UDP-2,3-diacylglucosamine diphosphatase"
NC_004347,IOPOJEFP_01698,1877256,1878635,+,TIGR00435,2,458,2.9E-190,631.2,0.9978540772532188,cysS: cysteine--tRNA ligase
NC_004347,IOPOJEFP_01703,1880610,1881914,+,TIGR00115,11,411,9.4E-137,454.1,1.0,tig: trigger factor
NC_004347,IOPOJEFP_01704,1882004,1882612,+,TIGR00493,10,200,1.7E-106,352.1,0.9947916666666666,"clpP: ATP-dependent Clp endopeptidase, proteolytic subunit ClpP"
NC_004347,IOPOJEFP_01705,1882712,1883992,+,TIGR00382,12,413,1.8E-209,693.8,0.9855072463768116,"clpX: ATP-dependent Clp protease, ATP-binding subunit ClpX"
NC_004347,IOPOJEFP_01706,1884125,1886482,+,TIGR00763,12,771,0.0,1029.8,1.0,lon: endopeptidase La
NC_004347,IOPOJEFP_01709,1889276,1889488,-,TIGR00638,1,69,2.5E-24,83.1,0.9857142857142858,Mop: molybdenum-pterin binding domain
NC_004347,IOPOJEFP_01712,1891948,1892955,-,TIGR01727,235,322,9.4E-19,65.3,1.0,"oligo_HPY: oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain"
NC_004347,IOPOJEFP_01716,1896562,1897653,-,TIGR02974,10,357,2.8E-167,554.0,1.0,phageshock_pspF: psp operon transcriptional activator
NC_004347,IOPOJEFP_01717,1897831,1898514,+,TIGR02977,1,218,1.2E-96,320.6,0.9954337899543378,phageshock_pspA: phage shock protein A
NC_004347,IOPOJEFP_01718,1898532,1898771,+,TIGR02976,1,74,5.6E-33,111.1,0.9866666666666667,phageshock_pspB: phage shock protein B
NC_004347,IOPOJEFP_01719,1898758,1899144,+,TIGR02978,7,128,7.6E-48,159.4,0.9917355371900827,phageshock_pspC: phage shock protein C
NC_004347,IOPOJEFP_01721,1900713,1901918,+,TIGR01620,101,367,2.8E-68,228.2,0.9515570934256056,hyp_HI0043: TIGR01620 family protein
NC_004347,IOPOJEFP_01722,1902203,1903396,+,TIGR01328,11,396,2.3E-172,571.2,0.9923273657289002,met_gam_lyase: methionine gamma-lyase
NC_004347,IOPOJEFP_01724,1903610,1903975,+,TIGR00426,58,120,1.3E-23,80.9,0.927536231884058,TIGR00426: competence protein ComEA helix-hairpin-helix repeat region
NC_004347,IOPOJEFP_01738,1920586,1921209,+,TIGR01352,125,202,8.7E-18,62.4,0.9868421052631579,tonB_Cterm: TonB family C-terminal domain
NC_004347,IOPOJEFP_01768,1947500,1948015,-,TIGR01749,4,170,2.2E-89,295.8,0.9881656804733728,fabA: beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabA
NC_004347,IOPOJEFP_01774,1952559,1954388,+,TIGR00194,9,588,5.5E-201,667.1,0.9965156794425087,uvrC: excinuclease ABC subunit C
NC_004347,IOPOJEFP_01775,1954436,1954984,+,TIGR00560,3,180,1.2E-53,180.3,0.9890710382513661,pgsA: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
NC_004347,IOPOJEFP_01787,1961799,1963712,+,TIGR01273,4,634,1.6E-265,880.4,1.0,speA: arginine decarboxylase
NC_004347,IOPOJEFP_01795,1974642,1975526,+,TIGR00674,4,282,2.3E-111,369.2,0.9755244755244755,dapA: 4-hydroxy-tetrahydrodipicolinate synthase
NC_004347,IOPOJEFP_01797,1977244,1978326,+,TIGR01730,37,341,8.1E-69,230.0,0.9937888198757764,"RND_mfp: efflux transporter, RND family, MFP subunit"
NC_004347,IOPOJEFP_01806,1987933,1988589,-,TIGR02428,4,208,9.1E-97,320.4,0.9903381642512077,"pcaJ_scoB_fam: 3-oxoacid CoA-transferase, B subunit"
NC_004347,IOPOJEFP_01807,1988696,1989400,-,TIGR02429,4,218,3.3E-78,260.0,0.9774774774774775,"pcaI_scoA_fam: 3-oxoacid CoA-transferase, A subunit"
NC_004347,IOPOJEFP_01817,2002049,2003575,+,TIGR00873,9,499,1.6E-175,582.3,0.9978586723768736,gnd: 6-phosphogluconate dehydrogenase (decarboxylating)
NC_004347,IOPOJEFP_01824,2008352,2009227,-,TIGR00751,9,286,2.3E-57,192.6,1.0,"menA: 1,4-dihydroxy-2-naphthoate octaprenyltransferase"
NC_004347,IOPOJEFP_01826,2010603,2011469,+,TIGR00189,12,283,1.1E-91,305.1,1.0,tesB: acyl-CoA thioesterase II
NC_004347,IOPOJEFP_01828,2012451,2016353,+,TIGR03501,1279,1298,3.7E-5,22.2,0.9090909090909091,GlyGly_CTERM: GlyGly-CTERM domain
NC_004347,IOPOJEFP_01831,2018853,2020358,+,TIGR00797,29,404,6.9E-60,200.9,0.952020202020202,matE: MATE efflux family protein
NC_004347,IOPOJEFP_01837,2027829,2028893,-,TIGR01730,38,343,2.7E-69,231.5,0.9968944099378882,"RND_mfp: efflux transporter, RND family, MFP subunit"
NC_004347,IOPOJEFP_01838,2029178,2030464,-,TIGR01798,14,422,2.5E-238,788.6,0.9975728155339806,cit_synth_I: citrate (Si)-synthase
NC_004347,IOPOJEFP_01839,2030881,2031276,+,TIGR02970,10,129,3.3E-41,138.2,1.0,"succ_dehyd_cytB: succinate dehydrogenase, cytochrome b556 subunit"
NC_004347,IOPOJEFP_01840,2031264,2031617,+,TIGR02968,12,115,1.7E-36,122.6,0.9904761904761905,"succ_dehyd_anc: succinate dehydrogenase, hydrophobic membrane anchor protein"
NC_004347,IOPOJEFP_01841,2031618,2033384,+,TIGR01816,6,588,7.8E-270,894.0,1.0,"sdhA_forward: succinate dehydrogenase, flavoprotein subunit"
NC_004347,IOPOJEFP_01842,2033399,2034106,+,TIGR00384,7,227,5.5E-87,288.8,1.0,dhsB: succinate dehydrogenase and fumarate reductase iron-sulfur protein
NC_004347,IOPOJEFP_01843,2034326,2037145,+,TIGR00239,15,936,0.0,1403.4,0.9978517722878625,"2oxo_dh_E1: oxoglutarate dehydrogenase (succinyl-transferring), E1 component"
NC_004347,IOPOJEFP_01844,2037194,2038381,+,TIGR01347,3,394,4.7E-179,593.7,0.9975247524752475,"sucB: dihydrolipoyllysine-residue succinyltransferase, E2 component of oxoglutarate dehydrogenase (succinyl-transferring) complex"
NC_004347,IOPOJEFP_01845,2038499,2039665,+,TIGR01016,1,385,1.0E-170,565.8,0.9974093264248705,"sucCoAbeta: succinate-CoA ligase, beta subunit"
NC_004347,IOPOJEFP_01846,2039665,2040537,+,TIGR01019,4,285,6.2E-145,479.9,0.986013986013986,"sucCoAalpha: succinate-CoA ligase, alpha subunit"
NC_004347,IOPOJEFP_01853,2044485,2045432,+,TIGR00383,3,315,2.1E-68,229.0,0.996875,corA: magnesium and cobalt transport protein CorA
NC_004347,IOPOJEFP_01854,2045495,2046757,-,TIGR00277,166,259,1.4E-7,29.3,0.9642857142857143,HDIG: HDIG domain
NC_004347,IOPOJEFP_01863,2057824,2059563,-,TIGR00066,48,570,3.4E-193,640.8,1.0,g_glut_trans: gamma-glutamyltransferase
NC_004347,IOPOJEFP_01867,2062662,2063270,+,TIGR00481,67,198,2.2E-37,126.0,0.9577464788732394,"TIGR00481: Raf kinase inhibitor-like protein, YbhB/YbcL family"
NC_004347,IOPOJEFP_01873,2067513,2068553,-,TIGR01263,12,346,5.2E-119,395.8,0.9971671388101983,4HPPD: 4-hydroxyphenylpyruvate dioxygenase
NC_004347,IOPOJEFP_01876,2071116,2071910,+,TIGR00266,9,227,4.2E-34,116.0,0.918918918918919,TIGR00266: TIGR00266 family protein
NC_004347,IOPOJEFP_01890,2084619,2085524,+,TIGR01251,70,281,1.4E-38,130.5,0.6893203883495146,ribP_PPkin: ribose-phosphate diphosphokinase
NC_004347,IOPOJEFP_01894,2088417,2089109,-,TIGR02451,4,227,1.1E-87,291.3,0.9953703703703703,"anti_sig_ChrR: anti-sigma factor, putative, ChrR family"
NC_004347,IOPOJEFP_01895,2089102,2089770,-,TIGR02937,59,216,5.7E-24,82.6,0.9878787878787879,"sigma70-ECF: RNA polymerase sigma factor, sigma-70 family"
NC_004347,IOPOJEFP_01901,2093975,2095276,+,TIGR02283,63,358,9.7E-109,361.2,0.9966666666666667,MltB_2: lytic murein transglycosylase
NC_004347,IOPOJEFP_01916,2109291,2109842,+,TIGR01090,11,178,3.1E-71,236.9,0.9881656804733728,apt: adenine phosphoribosyltransferase
NC_004347,IOPOJEFP_01917,2109974,2112982,+,TIGR02397,3,354,3.0E-132,439.1,0.9971830985915493,"dnaX_nterm: DNA polymerase III, subunit gamma and tau"
NC_004347,IOPOJEFP_01918,2113212,2113541,+,TIGR00103,1,105,8.8E-36,120.2,0.9903846153846154,"DNA_YbaB_EbfC: DNA-binding protein, YbaB/EbfC family"
NC_004347,IOPOJEFP_01919,2113554,2114153,+,TIGR00615,2,196,3.1E-71,236.8,0.9897959183673469,recR: recombination protein RecR
NC_004347,IOPOJEFP_01922,2117464,2118108,+,TIGR01351,2,213,6.5E-75,249.3,0.9952830188679245,adk: adenylate kinase
NC_004347,IOPOJEFP_01923,2118188,2119234,+,TIGR00109,21,340,2.5E-101,337.2,0.9813664596273292,hemH: ferrochelatase
NC_004347,IOPOJEFP_01925,2120956,2121786,+,TIGR00552,21,272,2.7E-65,218.0,0.9282868525896414,nadE: NAD+ synthetase
NC_004347,IOPOJEFP_01941,2134113,2135072,+,TIGR02249,7,319,2.8E-119,396.1,1.0,integrase_gron: integron integrase
NC_004347,IOPOJEFP_01948,2142199,2142609,-,TIGR00068,3,135,7.3E-64,211.7,0.88,glyox_I: lactoylglutathione lyase
NC_004347,IOPOJEFP_01949,2143239,2144423,+,TIGR01297,37,187,1.5E-34,117.6,0.519298245614035,CDF: cation diffusion facilitator family transporter
NC_004347,IOPOJEFP_01949,2143239,2144423,+,TIGR01297,240,385,7.7E-26,89.0,0.5473684210526316,CDF: cation diffusion facilitator family transporter
NC_004347,IOPOJEFP_01953,2149232,2150260,+,TIGR00254,177,340,2.2E-52,175.1,0.9642857142857143,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_01957,2153864,2155003,+,TIGR02818,10,377,1.1E-228,756.4,1.0,adh_III_F_hyde: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase
NC_004347,IOPOJEFP_01958,2155142,2155981,+,TIGR02821,5,275,1.4E-123,409.8,0.9854545454545455,fghA_ester_D: S-formylglutathione hydrolase
NC_004347,IOPOJEFP_01966,2162332,2163519,-,TIGR00837,8,385,7.4E-115,382.2,1.0,araaP: aromatic amino acid transport protein
NC_004347,IOPOJEFP_01967,2164099,2164734,-,TIGR03188,118,201,2.0E-30,102.8,1.0,histidine_hisI: phosphoribosyl-ATP diphosphatase
NC_004347,IOPOJEFP_01968,2164817,2165590,-,TIGR00735,1,256,1.4E-104,346.9,1.0,"hisF: imidazoleglycerol phosphate synthase, cyclase subunit"
NC_004347,IOPOJEFP_01969,2165572,2166309,-,TIGR00007,2,237,6.3E-73,243.1,0.9956709956709957,TIGR00007: 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
NC_004347,IOPOJEFP_01970,2166414,2167079,-,TIGR01855,10,220,1.3E-60,202.6,1.0,"IMP_synth_hisH: imidazole glycerol phosphate synthase, glutamine amidotransferase subunit"
NC_004347,IOPOJEFP_01971,2167224,2168315,-,TIGR01261,11,170,1.1E-72,240.7,0.9937888198757764,hisB_Nterm: histidinol-phosphatase
NC_004347,IOPOJEFP_01972,2168398,2169573,-,TIGR01141,45,387,2.4E-95,317.3,0.994269340974212,hisC: histidinol-phosphate transaminase
NC_004347,IOPOJEFP_01973,2169636,2170952,-,TIGR00069,33,432,4.2E-153,508.2,1.0,hisD: histidinol dehydrogenase
NC_004347,IOPOJEFP_01974,2170956,2171855,-,TIGR00070,7,197,1.0E-54,183.1,1.0,hisG: ATP phosphoribosyltransferase
NC_004347,IOPOJEFP_01983,2180862,2181845,+,TIGR00468,38,327,3.2E-114,379.5,0.9938271604938271,"pheS: phenylalanine--tRNA ligase, alpha subunit"
NC_004347,IOPOJEFP_01984,2181860,2184247,+,TIGR00472,1,794,2.4E-274,910.4,1.0,"pheT_bact: phenylalanine--tRNA ligase, beta subunit"
NC_004347,IOPOJEFP_01985,2184251,2184547,+,TIGR00987,2,95,1.1E-49,164.8,0.9791666666666666,"himA: integration host factor, alpha subunit"
NC_004347,IOPOJEFP_01986,2184644,2185582,+,TIGR02208,8,311,1.0E-149,495.9,1.0,lipid_A_msbB: lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase
NC_004347,IOPOJEFP_01987,2185668,2186024,-,TIGR00100,1,114,2.2E-27,93.4,0.9913793103448276,hypA: hydrogenase nickel insertion protein HypA
NC_004347,IOPOJEFP_01988,2186024,2187043,-,TIGR02124,11,339,7.8E-134,443.8,0.9969879518072289,hypE: hydrogenase expression/formation protein HypE
NC_004347,IOPOJEFP_01989,2187036,2188175,-,TIGR00075,6,371,1.3E-153,509.2,0.9811827956989247,hypD: hydrogenase expression/formation protein HypD
NC_004347,IOPOJEFP_01990,2188238,2188483,-,TIGR00074,1,78,9.0E-23,78.0,0.9375,hypC_hupF: hydrogenase assembly chaperone HypC/HupF
NC_004347,IOPOJEFP_01991,2188483,2189277,-,TIGR00073,49,255,1.6E-81,270.9,0.9631336405529954,hypB: hydrogenase accessory protein HypB
NC_004347,IOPOJEFP_01992,2189504,2192011,-,TIGR00143,35,822,2.1E-212,705.2,0.9932523616734144,hypF: carbamoyltransferase HypF
NC_004347,IOPOJEFP_01994,2193884,2194462,-,TIGR00072,4,151,5.7E-37,124.9,0.993103448275862,hydrog_prot: hydrogenase maturation protease
NC_004347,IOPOJEFP_01995,2194470,2195144,-,TIGR02125,12,219,9.6E-82,271.5,0.9905660377358491,"CytB-hydogenase: Ni/Fe-hydrogenase, b-type cytochrome subunit"
NC_004347,IOPOJEFP_01997,2196873,2198009,-,TIGR00391,25,374,8.0E-150,496.9,0.9698630136986301,hydA: hydrogenase (NiFe) small subunit (hydA)
NC_004347,IOPOJEFP_02009,2211022,2211309,+,TIGR00731,6,93,1.8E-21,74.6,0.4943181818181818,"bL25_bact_ctc: ribosomal protein bL25, Ctc-form"
NC_004347,IOPOJEFP_02024,2232567,2234201,-,TIGR00254,379,539,1.3E-42,143.3,0.9702380952380952,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_02034,2245147,2245779,+,TIGR00427,2,201,2.0E-63,211.7,0.9950248756218906,"TIGR00427: membrane protein, MarC family"
NC_004347,IOPOJEFP_02037,2248205,2249395,+,TIGR01788,2,374,3.1E-158,525.0,0.8654292343387471,Glu-decarb-GAD: glutamate decarboxylase
NC_004347,IOPOJEFP_02038,2249447,2251135,+,TIGR03802,2,560,1.4E-193,642.6,0.998220640569395,Asp_Ala_antiprt: aspartate-alanine antiporter
NC_004347,IOPOJEFP_02042,2253515,2255686,-,TIGR01447,38,709,4.8E-164,545.2,1.0,"recD: exodeoxyribonuclease V, alpha subunit"
NC_004347,IOPOJEFP_02043,2255683,2259483,-,TIGR00609,19,1248,1.6E-280,931.9,1.0,"recB: exodeoxyribonuclease V, beta subunit"
NC_004347,IOPOJEFP_02044,2259480,2263292,-,TIGR01450,3,1180,2.2E-288,957.5,0.9764816556914393,"recC: exodeoxyribonuclease V, gamma subunit"
NC_004347,IOPOJEFP_02057,2274636,2277146,-,TIGR01782,42,826,1.1E-147,491.7,0.8675115207373272,TonB-Xanth-Caul: TonB-dependent receptor
NC_004347,IOPOJEFP_02066,2285019,2285981,-,TIGR00254,140,307,2.5E-38,129.4,0.9761904761904762,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_02077,2294920,2296476,-,TIGR03706,11,303,2.7E-94,313.8,0.9933333333333333,exo_poly_only: exopolyphosphatase
NC_004347,IOPOJEFP_02078,2296519,2298132,-,TIGR03705,1,499,2.8E-199,661.8,0.736998514115899,poly_P_kin: polyphosphate kinase 1
NC_004347,IOPOJEFP_02083,2302117,2303316,-,TIGR01324,9,389,7.1E-157,519.9,0.9973474801061007,cysta_beta_ly_B: cystathionine beta-lyase
NC_004347,IOPOJEFP_02084,2303442,2305601,-,TIGR03785,8,717,0.0,1147.5,1.0,marine_sort_HK: proteobacterial dedicated sortase system histidine kinase
NC_004347,IOPOJEFP_02085,2305634,2306326,-,TIGR03787,2,228,3.8E-129,426.9,1.0,marine_sort_RR: proteobacterial dedicated sortase system response regulator
NC_004347,IOPOJEFP_02086,2306562,2307368,+,TIGR03789,2,255,1.9E-103,343.3,1.0,pdsO: proteobacterial sortase system peptidoglycan-associated protein
NC_004347,IOPOJEFP_02087,2307417,2309699,+,TIGR03788,87,746,4.1E-267,885.6,1.0,marine_srt_targ: marine proteobacterial sortase target protein
NC_004347,IOPOJEFP_02088,2309699,2310487,+,TIGR03784,21,205,2.3E-77,256.5,1.0,"marine_sortase: sortase, marine proteobacterial type"
NC_004347,IOPOJEFP_02089,2310824,2311927,-,TIGR00254,204,363,1.8E-39,133.1,0.9642857142857143,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_02092,2314961,2315953,-,TIGR00768,18,294,9.0E-69,229.8,0.9637681159420289,"rimK_fam: alpha-L-glutamate ligase, RimK family"
NC_004347,IOPOJEFP_02104,2326773,2327822,+,TIGR01272,32,342,1.8E-162,538.1,1.0,gluP: glucose/galactose transporter WARNING
NC_004347,IOPOJEFP_02106,2329352,2331610,+,TIGR00254,312,474,5.4E-39,131.5,0.9761904761904762,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_02107,2331691,2332701,-,TIGR01205,6,329,2.4E-85,284.3,0.9842767295597484,D_ala_D_alaTIGR: D-alanine--D-alanine ligase
NC_004347,IOPOJEFP_02108,2332946,2334346,-,TIGR00457,5,466,1.6E-207,687.7,0.9956043956043956,asnS: asparagine--tRNA ligase
NC_004347,IOPOJEFP_02111,2335516,2336919,-,TIGR00553,114,458,7.3E-121,401.3,0.993920972644377,"pabB: aminodeoxychorismate synthase, component I"
NC_004347,IOPOJEFP_02112,2337042,2338592,+,TIGR00722,20,293,1.4E-62,209.3,0.9816849816849816,"ttdA_fumA_fumB: hydrolyase, tartrate alpha subunit/fumarate domain protein, Fe-S type"
NC_004347,IOPOJEFP_02118,2345657,2349532,+,TIGR01967,11,1288,0.0,2294.3,0.9968847352024922,DEAH_box_HrpA: RNA helicase HrpA
NC_004347,IOPOJEFP_02122,2352668,2353177,-,TIGR00830,23,143,1.6E-45,152.0,1.0,"PTBA: PTS system, glucose subfamily, IIA component"
NC_004347,IOPOJEFP_02123,2353249,2354952,-,TIGR01417,3,559,4.5E-145,482.2,0.9911504424778761,PTS_I_fam: phosphoenolpyruvate-protein phosphotransferase
NC_004347,IOPOJEFP_02124,2354982,2355239,-,TIGR01003,1,81,4.2E-26,88.7,0.9878048780487805,"PTS_HPr_family: phosphocarrier, HPr family"
NC_004347,IOPOJEFP_02129,2360597,2361235,-,TIGR00573,11,181,1.3E-24,84.8,0.8064516129032258,"dnaq: exonuclease, DNA polymerase III, epsilon subunit family"
NC_004347,IOPOJEFP_02131,2362477,2363853,-,TIGR00720,2,455,2.1E-213,707.2,1.0,sda_mono: L-serine ammonia-lyase
NC_004347,IOPOJEFP_02137,2367851,2371345,-,TIGR00580,150,1088,0.0,1102.1,0.9989165763813651,mfd: transcription-repair coupling factor
NC_004347,IOPOJEFP_02139,2372147,2373379,+,TIGR02212,5,410,1.9E-150,499.3,0.9975669099756691,"lolCE: lipoprotein releasing system, transmembrane protein, LolC/E family"
NC_004347,IOPOJEFP_02140,2373478,2374170,+,TIGR02211,5,224,6.1E-98,324.7,0.995475113122172,"LolD_lipo_ex: lipoprotein releasing system, ATP-binding protein"
NC_004347,IOPOJEFP_02141,2374167,2375417,+,TIGR02212,4,414,4.0E-137,455.4,0.9951338199513382,"lolCE: lipoprotein releasing system, transmembrane protein, LolC/E family"
NC_004347,IOPOJEFP_02143,2376468,2377193,+,TIGR00050,1,234,2.5E-84,280.8,0.9871244635193133,"rRNA_methyl_1: RNA methyltransferase, TrmH family, group 1"
NC_004347,IOPOJEFP_02144,2377240,2378061,+,TIGR01172,8,168,1.3E-77,257.4,0.9938271604938271,cysE: serine O-acetyltransferase
NC_004347,IOPOJEFP_02146,2378415,2378876,+,TIGR02010,1,134,1.5E-67,223.6,0.9925925925925926,IscR: iron-sulfur cluster assembly transcription factor IscR
NC_004347,IOPOJEFP_02147,2378955,2380169,+,TIGR02006,1,404,3.9E-232,768.3,1.0,IscS: cysteine desulfurase IscS
NC_004347,IOPOJEFP_02148,2380207,2380590,+,TIGR01999,3,125,5.1E-68,224.8,0.9919354838709677,iscU: FeS cluster assembly scaffold IscU
NC_004347,IOPOJEFP_02149,2380605,2380928,+,TIGR02011,3,107,2.3E-61,202.5,1.0,IscA: iron-sulfur cluster assembly protein IscA
NC_004347,IOPOJEFP_02150,2380944,2381468,+,TIGR00714,13,171,1.7E-36,123.6,0.9871794871794872,hscB: Fe-S protein assembly co-chaperone HscB
NC_004347,IOPOJEFP_02151,2381536,2383398,+,TIGR01991,21,618,2.5E-265,879.6,0.9983333333333333,HscA: Fe-S protein assembly chaperone HscA
NC_004347,IOPOJEFP_02152,2383407,2383742,+,TIGR02007,2,110,2.0E-56,186.9,0.990909090909091,"fdx_isc: ferredoxin, 2Fe-2S type, ISC system"
NC_004347,IOPOJEFP_02153,2383898,2384797,+,TIGR00768,3,285,4.2E-83,276.8,0.9927536231884058,"rimK_fam: alpha-L-glutamate ligase, RimK family"
NC_004347,IOPOJEFP_02154,2384868,2385065,+,TIGR03412,4,65,1.8E-32,109.9,0.9841269841269841,iscX_yfhJ: FeS assembly protein IscX
NC_004347,IOPOJEFP_02161,2389368,2389862,-,TIGR00119,1,159,2.3E-62,207.6,1.0,"acolac_sm: acetolactate synthase, small subunit"
NC_004347,IOPOJEFP_02162,2389862,2391580,-,TIGR00118,4,567,2.9E-273,905.4,0.9982046678635548,"acolac_lg: acetolactate synthase, large subunit, biosynthetic type"
NC_004347,IOPOJEFP_02163,2392031,2393254,-,TIGR00710,21,390,4.7E-69,231.6,0.9636363636363636,"efflux_Bcr_CflA: drug resistance transporter, Bcr/CflA subfamily"
NC_004347,IOPOJEFP_02176,2407402,2408781,-,TIGR00797,17,421,2.1E-102,341.0,1.0,matE: MATE efflux family protein
NC_004347,IOPOJEFP_02177,2408815,2409435,+,TIGR00187,1,200,2.6E-65,217.4,0.9710144927536232,"ribE: riboflavin synthase, alpha subunit"
NC_004347,IOPOJEFP_02180,2410460,2412388,+,TIGR00418,72,631,8.5E-240,795.4,0.9982300884955753,thrS: threonine--tRNA ligase
NC_004347,IOPOJEFP_02181,2412503,2412934,+,TIGR00168,2,143,1.9E-63,211.0,0.8666666666666667,infC: translation initiation factor IF-3
NC_004347,IOPOJEFP_02182,2413020,2413214,+,TIGR00001,2,63,2.7E-24,83.2,1.0,rpmI_bact: ribosomal protein bL35
NC_004347,IOPOJEFP_02183,2413231,2413587,+,TIGR01032,1,114,4.5E-52,173.1,1.0,rplT_bact: ribosomal protein bL20
NC_004347,IOPOJEFP_02184,2413769,2414722,-,TIGR01292,8,313,2.1E-123,408.9,0.9966666666666667,TRX_reduct: thioredoxin-disulfide reductase
NC_004347,IOPOJEFP_02185,2414974,2416089,-,TIGR00518,1,369,2.2E-155,515.1,0.9945945945945946,alaDH: alanine dehydrogenase
NC_004347,IOPOJEFP_02188,2419902,2420522,+,TIGR00547,2,202,3.8E-44,148.6,0.9901960784313726,lolA: outer membrane lipoprotein carrier protein LolA
NC_004347,IOPOJEFP_02190,2421855,2422229,+,TIGR00494,5,119,1.1E-34,117.3,0.9914529914529915,crcB: protein CrcB
NC_004347,IOPOJEFP_02191,2422248,2423534,+,TIGR00414,1,421,7.3E-169,560.1,1.0,serS: serine--tRNA ligase
NC_004347,IOPOJEFP_02207,2437900,2438460,-,TIGR00038,3,186,8.1E-60,199.6,0.9945652173913043,efp: translation elongation factor P
NC_004347,IOPOJEFP_02208,2438505,2439692,-,TIGR03837,10,393,3.2E-146,485.2,1.0,"efp_adjacent_2: conserved hypothetical protein, PP_1857 family"
NC_004347,IOPOJEFP_02209,2439773,2440300,-,TIGR01752,4,168,9.2E-70,231.5,0.9880239520958084,flav_long: flavodoxin
